RN;SAT;Regi„o;UF;Latitude;Longitude;Altitude Normal (HN);Altitude Geometrica (h);Dif. Altitudes SAT-RN (h-HN);Fator de Conversao hgeoHNOR2020 ;Incerteza hgeoHNOR2020 ;Residuos
  1554G;92809;CENTRO-OESTE;MT;-9,9395448;-56,7301908;294,1105;288,744;-5,37;-5,31;0,09;-0,06
  1223V;92810;CENTRO-OESTE;MT;-14,3976704;-56,1102937;486,4398;486,041;-0,4;-0,33;0,09;-0,07
  2250L;92811;CENTRO-OESTE;MT;-15,078009;-55,9948592;418,1955;418,466;0,27;0,33;0,08;-0,06
  1068V;92812;CENTRO-OESTE;MT;-16,0484687;-60,0615945;218,0908;235,864;17,77;17,53;0,09;0,24
  2222C;92813;CENTRO-OESTE;MT;-15,3391685;-58,8698259;366,9493;379,356;12,41;12,28;0,09;0,13
  2238E;92814;CENTRO-OESTE;MT;-11,9887645;-59,4279203;394,783;404,088;9,31;9,27;0,1;0,04
  2231H;92815;CENTRO-OESTE;MT;-12,9191203;-58,0465097;475,3051;481,374;6,07;6,01;0,1;0,06
   748G;92816;CENTRO-OESTE;MT;-14,4472217;-58,4211914;716,5101;727,158;10,65;10,59;0,09;0,06
  1045V;92817;CENTRO-OESTE;MT;-15,6589788;-57,2704587;205,7559;210,809;5,05;5;0,09;0,05
   724T;92818;CENTRO-OESTE;MT;-16,1901133;-54,784632;294,1846;293,573;-0,61;-0,64;0,1;0,02
   734J;92943;CENTRO-OESTE;MT;-15,6913561;-52,8057016;413,8941;408,789;-5,11;-5,11;0,09;0
  2212R;92944;CENTRO-OESTE;MT;-14,8548304;-57,1899056;201,0435;204,489;3,45;3,5;0,07;-0,06
  1212B;92945;CENTRO-OESTE;MT;-16,1774733;-56,7402028;188,6198;194,126;5,51;5,44;0,09;0,07
  2193J;92946;CENTRO-OESTE;MT;-16,4187588;-54,0770416;472,4476;470,168;-2,28;-2,32;0,09;0,04
  2217U;92947;CENTRO-OESTE;MT;-15,3179954;-57,8735109;177,2715;184,867;7,6;7,6;0,08;0
  2214H;92948;CENTRO-OESTE;MT;-14,568443;-57,7381279;280,0062;286,422;6,42;6,45;0,08;-0,04
  2213H;92949;CENTRO-OESTE;MT;-14,6628918;-57,3336678;506,1889;510,53;4,34;4,3;0,07;0,05
  2199S;92950;CENTRO-OESTE;MT;-14,7414398;-57,0525326;212,4224;215,355;2,93;2,94;0,07;-0,01
  2198G;92951;CENTRO-OESTE;MT;-14,5069836;-56,6542425;205,7727;207,385;1,61;1,6;0,08;0,01
  1057C;92952;CENTRO-OESTE;MT;-15,4986519;-60,082253;205,4349;222,06;16,63;16,65;0,09;-0,02
  1054E;92953;CENTRO-OESTE;MT;-15,9712881;-58,7722424;204,6274;217,557;12,93;12,85;0,09;0,08
  2223L;92954;CENTRO-OESTE;MT;-15,8176434;-58,0874894;295,7662;305,495;9,73;9,73;0,09;0
  3684H;93206;NORDESTE;AL;-9,5568293;-35,7793247;87,9027;78,985;-8,92;-8,79;0,07;-0,13
  3679S;93208;NORDESTE;AL;-9,0490492;-35,3914648;08,3835;00,852;-7,53;-7,39;0,06;-0,14
  2522M;93242;NORDESTE;AL;-9,3867758;-37,9913943;233,3932;222,872;-10,52;-10,55;0,08;0,03
  2539X;93243;NORDESTE;AL;-9,1375759;-37,3153682;396,4007;387,866;-8,53;-8,61;0,08;0,08
  3678J;93356;NORDESTE;AL;-8,9428768;-35,1740128;05,7554;-1,124;-6,88;-6,89;0,07;0,01
  3680U;93362;NORDESTE;AL;-9,2319023;-35,3495273;04,2506;-4,021;-8,27;-8,32;0,07;0,05
  3681G;93363;NORDESTE;AL;-9,279924;-35,4536864;04,3851;-4,08;-8,47;-8,44;0,07;-0,02
  3683M;93375;NORDESTE;AL;-9,6761413;-35,7188009;03,4811;-5,777;-9,26;-9,24;0,07;-0,02
  2515Z;96513;NORDESTE;AL;-9,5197849;-36,9875975;190,6812;181,969;-8,71;-8,7;0,08;-0,02
  2483A;96514;NORDESTE;AL;-9,7606541;-36,506753;194,5106;186,652;-7,86;-7,95;0,08;0,1
  2503B;96515;NORDESTE;AL;-9,3112041;-35,9455873;87,2354;79,811;-7,42;-7,47;0,07;0,05
  9529J;90092;NORDESTE;BA;-12,0786699;-44,9996363;739,3538;723,726;-15,63;-15,61;0,08;-0,02
  9530M;90933;NORDESTE;BA;-13,2600054;-43,4212382;524,8469;509,878;-14,97;-14,93;0,05;-0,04
  3667A;91311;NORDESTE;BA;-14,0083512;-39,8695509;158,529;148,408;-10,12;-10,15;0,05;0,02
  3614A;91312;NORDESTE;BA;-14,2172134;-39,3160122;122,8379;113,844;-8,99;-8,96;0,06;-0,04
  3664S;91313;NORDESTE;BA;-13,6872217;-40,4105834;634,2047;624,048;-10,16;-10,2;0,06;0,04
  1367S;91367;NORDESTE;BA;-13,5900817;-46,1175974;945,6532;931,95;-13,7;-13,75;0,07;0,05
  2292E;91368;NORDESTE;BA;-13,7255249;-45,9435688;879,2132;866,038;-13,18;-13,15;0,08;-0,02
  2335V;91369;NORDESTE;BA;-14,0501097;-44,4878416;652,1337;639,77;-12,36;-12,4;0,07;0,04
  2336Z;91370;NORDESTE;BA;-14,1347909;-44,8231733;632,5251;619,953;-12,57;-12,51;0,07;-0,06
  2338C;91371;NORDESTE;BA;-14,2549072;-45,2874899;799,5813;787,285;-12,3;-12,35;0,08;0,06
  2358U;91372;NORDESTE;BA;-14,7554696;-45,3951451;836,031;823,702;-12,33;-12,32;0,08;-0,01
   292V;93020;NORDESTE;BA;-12,9687402;-38,5202074;03,5049;-7,658;-11,16;-11,1;0,05;-0,06
  3625H;93030;NORDESTE;BA;-13,2555584;-43,4217352;434,2928;419,401;-14,89;-14,94;0,05;0,05
  3623Z;93032;NORDESTE;BA;-13,2983001;-43,7403946;462,4826;448,28;-14,2;-14,19;0,06;-0,01
  9522Z;93033;NORDESTE;BA;-12,6822414;-38,2899356;64,6428;53,216;-11,43;-11,4;0,06;-0,03
  9522U;93034;NORDESTE;BA;-12,5423854;-38,4613509;150,332;138,372;-11,96;-11,85;0,06;-0,11
  3620C;93036;NORDESTE;BA;-13,0082727;-38,5116853;47,2697;36,18;-11,09;-11,08;0,06;-0,01
  1184N;93077;NORDESTE;BA;-14,2035484;-42,757668;542,8862;529,641;-13,25;-13,19;0,06;-0,06
  1184V;93078;NORDESTE;BA;-14,2158143;-42,8431819;508,3186;495,124;-13,19;-13,21;0,07;0,01
  2295R;93080;NORDESTE;BA;-13,341405;-44,6372649;569,9383;557,382;-12,56;-12,56;0,06;0
  2298G;93081;NORDESTE;BA;-13,3215095;-44,6361369;647,521;634,88;-12,64;-12,6;0,06;-0,05
  2302R;93083;NORDESTE;BA;-12,1649782;-45,0086262;444,5594;429,295;-15,26;-15,29;0,08;0,03
   801L;93084;NORDESTE;BA;-9,6123565;-42,0925021;415,6198;399,409;-16,21;-16,15;0,08;-0,06
   801N;93086;NORDESTE;BA;-9,5768209;-42,131325;416,2806;400,105;-16,18;-16,12;0,08;-0,06
  2720V;93089;NORDESTE;BA;-9,4701429;-40,54451;374,4574;361,041;-13,42;-13,36;0,07;-0,05
  2719X;93091;NORDESTE;BA;-9,4896271;-40,808191;382,0966;368,202;-13,89;-13,87;0,06;-0,02
  2719N;93092;NORDESTE;BA;-9,4101911;-40,8163392;400,877;387,001;-13,88;-13,88;0,06;0,01
  2719P;93093;NORDESTE;BA;-9,4294855;-40,8266698;399,2365;385,338;-13,9;-13,92;0,06;0,02
  3618C;93097;NORDESTE;BA;-12,8919745;-38,3159761;16,5681;05,718;-10,85;-10,91;0,06;0,06
  3618F;93098;NORDESTE;BA;-12,8984334;-38,2972217;02,6445;-8,216;-10,86;-10,9;0,06;0,04
  3618G;93099;NORDESTE;BA;-12,9059635;-38,3032207;03,0919;-7,778;-10,87;-10,91;0,06;0,04
  3619D;93101;NORDESTE;BA;-12,9603128;-38,3966098;06,0654;-4,805;-10,87;-10,96;0,05;0,09
  3619F;93102;NORDESTE;BA;-12,9686387;-38,4106762;15,4135;04,494;-10,92;-10,95;0,05;0,03
  3619M;93103;NORDESTE;BA;-12,9910896;-38,4399821;04,5388;-6,46;-11;-10,98;0,05;-0,02
  3619N;93104;NORDESTE;BA;-12,9982313;-38,4461945;06,0263;-5,041;-11,07;-10,99;0,05;-0,08
  3620A;93105;NORDESTE;BA;-13,0112491;-38,5079813;03,5540;-7,55;-11,1;-11,08;0,06;-0,03
  3620G;93106;NORDESTE;BA;-13,0108293;-38,5239023;24,9146;13,859;-11,06;-11,1;0,06;0,05
  3620S;93107;NORDESTE;BA;-12,9740034;-38,5145694;03,1329;-8,016;-11,15;-11,08;0,05;-0,07
  3622H;93108;NORDESTE;BA;-12,9206071;-38,3535872;29,864;18,857;-11,01;-10,95;0,05;-0,06
  3620V;93109;NORDESTE;BA;-12,9230627;-38,3601638;19,4164;08,737;-10,68;-10,95;0,05;0,27
  3620D;93111;NORDESTE;BA;-13,0086699;-38,5123591;46,8482;35,756;-11,09;-11,08;0,06;-0,01
  3621L;93112;NORDESTE;BA;-12,9496288;-38,4321681;61,8803;51,031;-10,85;-10,93;0,04;0,08
  3621P;93113;NORDESTE;BA;-12,961199;-38,4336019;29,5206;17,854;-11,67;-10,93;0,05;-0,73
  3621U;93114;NORDESTE;BA;-12,9788417;-38,465348;15,4541;05,146;-10,31;-10,97;0,05;0,66
  3622D;93115;NORDESTE;BA;-12,9775918;-38,502569;43,9613;32,913;-11,05;-11,04;0,05;-0,01
  3621C;93116;NORDESTE;BA;-12,9317533;-38,3910944;20,5039;10,186;-10,32;-10,95;0,05;0,63
  3621N;93117;NORDESTE;BA;-12,9549196;-38,4286551;38,7589;27,404;-11,35;-10,93;0,05;-0,42
  2604R;93118;NORDESTE;BA;-11,0318338;-38,8109345;164,9973;150,712;-14,29;-14,28;0,06;-0,01
  2605N;93119;NORDESTE;BA;-10,5608273;-38,9900793;395,939;382,893;-13,05;-13,01;0,07;-0,04
   342Y;93120;NORDESTE;BA;-9,850726;-39,1432009;412,1158;400,251;-11,86;-11,91;0,08;0,04
  2563L;93121;NORDESTE;BA;-11,0827216;-38,5091818;161,9343;146,655;-15,28;-15,15;0,06;-0,13
   314D;93122;NORDESTE;BA;-9,9362676;-38,7482038;321,657;308,808;-12,85;-12,73;0,08;-0,12
   317T;93123;NORDESTE;BA;-10,0851945;-38,2827525;256,148;243,867;-12,28;-12,28;0,07;0
  2501Z;93124;NORDESTE;BA;-10,535493;-38,3840218;430,4637;415,919;-14,54;-14,47;0,07;-0,07
  2561L;93125;NORDESTE;BA;-10,7011982;-38,1989951;252,8262;239,774;-13,05;-12,92;0,07;-0,14
   317B;93126;NORDESTE;BA;-10,2007593;-37,8673678;251,2144;240,734;-10,48;-10,5;0,07;0,02
   296X;93127;NORDESTE;BA;-10,8926479;-38,5099616;209,9794;194,878;-15,1;-15,15;0,06;0,05
  2577M;93129;NORDESTE;BA;-12,0739443;-38,9696408;241,5896;229,845;-11,74;-11,71;0,06;-0,03
  2576S;93130;NORDESTE;BA;-11,6757042;-38,9961985;344,3153;332,095;-12,22;-12,23;0,07;0,01
  2560A;93131;NORDESTE;BA;-12,1654128;-38,4757678;220,6615;208,29;-12,37;-12,31;0,07;-0,06
  2565P;93132;NORDESTE;BA;-12,6134014;-38,655541;24,3474;12,33;-12,02;-11,96;0,06;-0,06
  3600J;93134;NORDESTE;BA;-12,9745676;-39,2250972;202,152;190,702;-11,45;-11,4;0,08;-0,05
  2556A;93135;NORDESTE;BA;-11,5560898;-38,133931;169,1197;157,083;-12,04;-12,08;0,07;0,04
  2564D;93136;NORDESTE;BA;-11,6261229;-38,3013549;274,4908;261,286;-13,2;-13,12;0,07;-0,09
  2567P;93138;NORDESTE;BA;-12,6509431;-38,3387953;53,9218;42,342;-11,58;-11,5;0,05;-0,08
  3668E;93146;NORDESTE;BA;-14,2140654;-39,5219478;107,5786;98,123;-9,46;-9,43;0,06;-0,03
  3666F;93147;NORDESTE;BA;-13,8779983;-40,069503;199,2005;189,255;-9,95;-9,91;0,05;-0,04
  3650S;93188;NORDESTE;BA;-12,239236;-38,9797852;240,6915;229,037;-11,65;-11,72;0,07;0,07
  3636S;93189;NORDESTE;BA;-12,9462672;-38,4228761;46,8121;35,946;-10,87;-10,93;0,04;0,07
  3606R;93190;NORDESTE;BA;-12,2169064;-37,8324808;28,6148;18,096;-10,52;-10,55;0,08;0,03
  3630V;93194;NORDESTE;BA;-12,9738338;-38,517402;02,0056;-9,057;-11,06;-11,09;0,05;0,02
  3640A;93195;NORDESTE;BA;-12,9738984;-38,5172499;02,4110;-8,661;-11,07;-11,09;0,05;0,01
  3616N;93247;NORDESTE;BA;-13,6404561;-39,4874341;271,918;261,345;-10,57;-10,49;0,08;-0,09
  1168C;93248;NORDESTE;BA;-15,2419476;-40,3270233;328,5598;318,358;-10,2;-10,23;0,08;0,03
  3266V;93249;NORDESTE;BA;-15,9664204;-39,5265592;180,0894;170,743;-9,35;-9,37;0,07;0,02
  3272G;93250;NORDESTE;BA;-17,0264772;-39,5400086;130,9478;121,869;-9,08;-9,09;0,08;0,01
  3277H;93251;NORDESTE;BA;-18,0774283;-39,5453923;04,8794;-3,313;-8,19;-8,17;0,08;-0,02
  3648M;93252;NORDESTE;BA;-11,7967665;-39,4105867;221,9986;210,399;-11,6;-11,67;0,07;0,07
  2792B;93253;NORDESTE;BA;-10,665878;-39,5183272;370,9792;358,621;-12,36;-12,45;0,08;0,09
  3645T;93255;NORDESTE;BA;-11,3626337;-40,0135401;404,2955;392,406;-11,89;-11,91;0,08;0,02
  9063V;93256;NORDESTE;BA;-11,9590189;-40,1676435;369,1972;356,595;-12,6;-12,41;0,08;-0,19
  2295G;93263;NORDESTE;BA;-13,4124647;-44,7209567;713,7578;701,434;-12,32;-12,38;0,06;0,06
  1369E;93264;NORDESTE;BA;-12,7935782;-45,9517289;761,2555;747,183;-14,07;-14,17;0,08;0,1
  2303H;93265;NORDESTE;BA;-12,4303571;-45,0843849;525,0119;511,219;-13,79;-14,37;0,09;0,57
  2300H;93266;NORDESTE;BA;-12,7091994;-44,5658912;776,1149;762,297;-13,82;-13,82;0,08;0
  2776N;93267;NORDESTE;BA;-11,5026769;-44,9571251;505,5005;488,085;-17,42;-17,35;0,09;-0,06
  2774S;93268;NORDESTE;BA;-10,8714528;-45,1451296;532,9364;516,199;-16,74;-16,68;0,08;-0,06
   891D;93269;NORDESTE;BA;-11,8656927;-42,6989047;726,0294;710,862;-15,17;-15,28;0,08;0,11
  3665X;93270;NORDESTE;BA;-12,9549689;-38,428378;36,8284;25,975;-10,85;-10,93;0,05;0,08
  3659J;93271;NORDESTE;BA;-14,6014685;-41,1626376;410,6739;398,619;-12,05;-11,99;0,06;-0,06
  3659D;93272;NORDESTE;BA;-14,5961249;-41,2394554;440,7031;428,514;-12,19;-12,15;0,05;-0,04
  3659V;93273;NORDESTE;BA;-14,5575637;-41,1555372;438,2362;426,049;-12,19;-12,16;0,05;-0,03
  3660G;93274;NORDESTE;BA;-14,4028071;-41,1148744;414,3601;401,845;-12,52;-12,44;0,06;-0,08
  3660P;93275;NORDESTE;BA;-14,3028851;-41,150379;406,2725;393,531;-12,74;-12,75;0,05;0
  3660X;93276;NORDESTE;BA;-14,2058803;-41,2073141;341,4235;328,43;-12,99;-12,87;0,05;-0,12
  3661H;93277;NORDESTE;BA;-14,0804289;-41,1865339;379,6116;366,804;-12,81;-12,83;0,05;0,02
  3661R;93278;NORDESTE;BA;-13,990166;-41,1367571;348,8973;336,213;-12,68;-12,61;0,06;-0,07
  3643X;93279;NORDESTE;BA;-10,8375283;-40,1129166;349,9977;337,479;-12,52;-12,48;0,08;-0,04
  2796G;93280;NORDESTE;BA;-10,2360891;-40,2039409;675,0424;662,743;-12,3;-12,33;0,09;0,03
   310N;93281;NORDESTE;BA;-11,0594404;-42,3108742;459,6086;443,603;-16,01;-15,93;0,09;-0,08
   893S;93282;NORDESTE;BA;-10,8990594;-42,7242355;414,1851;397,429;-16,76;-16,72;0,09;-0,04
   895F;93283;NORDESTE;BA;-12,1717232;-43,1984607;438,4807;422,094;-16,39;-16,39;0,09;0,01
   889X;93284;NORDESTE;BA;-12,3655276;-42,456736;493,1365;477,718;-15,42;-15,39;0,09;-0,03
  2361E;93285;NORDESTE;BA;-12,98414;-44,0492014;532,1402;518,057;-14,08;-14,09;0,07;0,01
  3627U;93286;NORDESTE;BA;-13,6096439;-42,9410015;627,4683;613,252;-14,22;-14,25;0,06;0,03
  3628V;93287;NORDESTE;BA;-13,7686736;-42,7210529;772,8457;759,035;-13,81;-13,85;0,06;0,03
   285C;93288;NORDESTE;BA;-13,5949831;-41,3673194;1161,348;1149,856;-11,49;-11,66;0,08;0,17
   232O;93289;NORDESTE;BA;-14,1200692;-40,2301735;298,7142;288,947;-9,77;-9,87;0,07;0,11
  3662B;93290;NORDESTE;BA;-13,8508161;-41,0643108;372,3176;359,845;-12,47;-12,39;0,06;-0,08
  3662R;93291;NORDESTE;BA;-13,7258124;-40,9789985;414,2415;401,953;-12,29;-12,2;0,06;-0,09
  3662X;93292;NORDESTE;BA;-13,6805145;-40,9103314;435,4017;423,266;-12,14;-12,1;0,06;-0,04
  3663G;93293;NORDESTE;BA;-13,6148186;-40,8008254;385,2379;373,309;-11,93;-11,87;0,06;-0,06
  3663U;93294;NORDESTE;BA;-13,5382534;-40,6531872;387,0889;375,755;-11,33;-11,29;0,06;-0,04
  3664E;93295;NORDESTE;BA;-13,5362179;-40,5541249;703,8374;693,15;-10,69;-10,82;0,06;0,13
  3664L;93296;NORDESTE;BA;-13,6125856;-40,4776933;677,3111;666,983;-10,33;-10,37;0,06;0,05
  3664T;93297;NORDESTE;BA;-13,695082;-40,3925343;636,8749;626,785;-10,09;-10,15;0,06;0,06
  3665B;93298;NORDESTE;BA;-13,7480961;-40,2985502;682,0985;672,161;-9,94;-10;0,06;0,07
  3665J;93299;NORDESTE;BA;-13,8329311;-40,1999269;300,0495;290,147;-9,9;-9,98;0,05;0,08
  3666J;93300;NORDESTE;BA;-13,8834425;-40,0323849;193,1058;183,249;-9,86;-9,92;0,05;0,06
  3665M;93301;NORDESTE;BA;-13,8555832;-40,1819365;210,7414;200,814;-9,93;-9,96;0,05;0,03
   263X;93302;NORDESTE;BA;-15,0982211;-39,9958874;247,0601;236,51;-10,55;-10,55;0,08;-0,01
  3654M;93303;NORDESTE;BA;-14,2096737;-42,0894529;648,4615;634,617;-13,84;-13,87;0,06;0,02
   278H;93304;NORDESTE;BA;-12,1346806;-39,3381197;245,4155;234,074;-11,34;-11,45;0,07;0,11
  2558X;93305;NORDESTE;BA;-11,9589688;-37,9530835;84,6968;73,953;-10,74;-10,72;0,07;-0,02
  3608E;93306;NORDESTE;BA;-11,82045;-37,6353044;21,0314;10,483;-10,55;-10,49;0,08;-0,06
   318N;93307;NORDESTE;BA;-9,7217988;-38,2372965;325,7388;313,71;-12,03;-11,48;0,08;-0,55
   289S;93308;NORDESTE;BA;-11,1703175;-40,5412291;467,9431;455,701;-12,24;-12,26;0,08;0,01
  3666V;93309;NORDESTE;BA;-14,0087032;-39,9074563;189,1114;179,058;-10,05;-10,08;0,05;0,03
  3667E;93310;NORDESTE;BA;-14,0508989;-39,812257;155,2123;145,105;-10,11;-10,14;0,05;0,03
  3667P;93311;NORDESTE;BA;-14,1445066;-39,7147333;139,8803;129,895;-9,99;-10,02;0,06;0,03
  3667V;93312;NORDESTE;BA;-14,1958804;-39,6258377;141,5569;131,841;-9,72;-9,7;0,06;-0,01
  3686A;93337;NORDESTE;BA;-12,9680114;-38,5202266;02,0972;-9,006;-11,1;-11,1;0,05;0
  3686B;93338;NORDESTE;BA;-12,9738813;-38,5172273;02,6814;-8,395;-11,08;-11,09;0,05;0,01
  3686C;93339;NORDESTE;BA;-12,9734804;-38,5148774;03,2939;-7,759;-11,05;-11,08;0,05;0,03
  3686D;93340;NORDESTE;BA;-12,9688599;-38,5125574;03,2854;-7,791;-11,08;-11,08;0,05;0
  2604A;93347;NORDESTE;BA;-11,1990707;-38,8718032;208,7345;195,017;-13,72;-13,77;0,07;0,05
   341R;93350;NORDESTE;BA;-9,0765876;-39,0369313;359,6158;348,409;-11,21;-11,26;0,08;0,06
  1148D;93353;NORDESTE;BA;-17,4058741;-40,222203;230,1112;221,073;-9,04;-8,85;0,08;-0,18
   243I;93357;NORDESTE;BA;-14,6158795;-42,3237881;725,4205;712,699;-12,72;-12,73;0,08;0
  2341J;93358;NORDESTE;BA;-13,6853605;-44,4654682;581,7495;569,523;-12,23;-12,26;0,06;0,04
   963T;93359;NORDESTE;BA;-13,5137764;-44,250146;464,7194;451,89;-12,83;-12,9;0,06;0,07
  3612M;93364;NORDESTE;BA;-14,598363;-39,3321882;122,2496;113,173;-9,08;-9,03;0,06;-0,04
   321X;93365;NORDESTE;BA;-11,6772093;-40,8509281;779,7988;767,994;-11,8;-11,93;0,08;0,12
   288Y;93366;NORDESTE;BA;-11,5541203;-40,6880959;532,6613;520,601;-12,06;-12,17;0,07;0,11
   286X;93367;NORDESTE;BA;-12,1366918;-40,3600203;353,3354;340,786;-12,55;-12,51;0,08;-0,04
   888B;93368;NORDESTE;BA;-12,4574411;-41,6416379;718,3171;705,791;-12,53;-12,5;0,09;-0,03
  3262N;93369;NORDESTE;BA;-15,0520092;-38,9986427;05,8126;-1,864;-7,68;-7,67;0,07;0
  9335U;93370;NORDESTE;BA;-14,7716447;-39,025858;07,9115;-0,519;-8,43;-8,41;0,07;-0,03
  3613D;93371;NORDESTE;BA;-14,4171008;-39,3264977;85,8304;76,822;-9,01;-9,04;0,06;0,03
  3611E;93372;NORDESTE;BA;-14,7428369;-39,0803203;09,7685;01,382;-8,39;-8,44;0,06;0,06
  3658T;93376;NORDESTE;BA;-14,5991652;-41,3040823;692,094;679,9;-12,19;-12,19;0,05;0
  3658F;93377;NORDESTE;BA;-14,5574557;-41,407453;729,3591;717,014;-12,35;-12,44;0,06;0,09
  3657U;93378;NORDESTE;BA;-14,4366787;-41,4651752;738,3233;725,615;-12,71;-12,84;0,05;0,13
  3657E;93379;NORDESTE;BA;-14,3280404;-41,5275075;465,8141;452,672;-13,14;-13,11;0,05;-0,03
  3656V;93380;NORDESTE;BA;-14,2605676;-41,5982062;447,2464;433,899;-13,35;-13,33;0,05;-0,02
  3655T;93381;NORDESTE;BA;-14,2552336;-41,7562511;467,5056;454,036;-13,47;-13,45;0,06;-0,02
  3655H;93382;NORDESTE;BA;-14,2489239;-41,8539219;545,0168;531,383;-13,63;-13,66;0,05;0,02
  3655B;93383;NORDESTE;BA;-14,2297663;-41,9416509;616,5902;602,862;-13,73;-13,71;0,06;-0,02
  3654C;93384;NORDESTE;BA;-14,1795252;-42,1678718;553,5465;539,616;-13,93;-13,89;0,06;-0,04
  3653R;93385;NORDESTE;BA;-14,1671656;-42,2674031;566,7051;552,854;-13,85;-13,73;0,05;-0,12
  3653E;93386;NORDESTE;BA;-14,1429595;-42,378129;741,9171;728,281;-13,64;-13,64;0,05;0
  3652T;93387;NORDESTE;BA;-14,0748741;-42,4565097;783,0508;769,556;-13,49;-13,53;0,06;0,04
  3630B;93388;NORDESTE;BA;-13,9923031;-42,5412698;913,6883;900,26;-13,43;-13,45;0,06;0,02
  3629G;93389;NORDESTE;BA;-13,7970553;-42,6586719;998,4282;984,667;-13,76;-13,79;0,06;0,03
  3628H;93390;NORDESTE;BA;-13,6936839;-42,8506689;711,6447;697,661;-13,98;-14,03;0,06;0,05
  3627A;93391;NORDESTE;BA;-13,4758433;-43,1101348;495,0284;480,446;-14,58;-14,58;0,06;0
  3627J;93392;NORDESTE;BA;-13,5491387;-43,0157805;553,7762;539,389;-14,39;-14,36;0,06;-0,03
  3626P;93393;NORDESTE;BA;-13,4062364;-43,2123888;454,3736;439,535;-14,84;-14,77;0,06;-0,07
  3626G;93394;NORDESTE;BA;-13,3431297;-43,3030152;438,9379;423,997;-14,94;-14,89;0,06;-0,05
  3625V;93395;NORDESTE;BA;-13,2506972;-43,3732115;441,8597;426,86;-15;-15,08;0,05;0,08
  3624T;93396;NORDESTE;BA;-13,260999;-43,518294;434,1526;419,413;-14,74;-14,75;0,05;0,01
  3624E;93397;NORDESTE;BA;-13,2804394;-43,6758609;449,1516;434,977;-14,17;-14,42;0,06;0,24
  3623S;93398;NORDESTE;BA;-13,3187446;-43,8244921;469,9915;456,04;-13,95;-13,98;0,05;0,03
  3623L;93399;NORDESTE;BA;-13,332288;-43,8819775;449,6922;435,852;-13,84;-13,83;0,05;-0,01
  3623B;93400;NORDESTE;BA;-13,3673499;-43,9933537;497,5245;483,994;-13,53;-13,49;0,06;-0,04
  3622U;93401;NORDESTE;BA;-13,4048365;-44,1544355;458,3712;445,207;-13,16;-13,13;0,06;-0,04
  1158G;96200;NORDESTE;BA;-14,9738021;-41,0126409;843,1501;833,232;-9,92;-10,01;0,08;0,09
  1160S;96201;NORDESTE;BA;-15,0662184;-41,9582631;736,3989;725,379;-11,02;-11,06;0,08;0,04
  3271L;96225;NORDESTE;BA;-16,5713423;-39,5593939;162,667;153,553;-9,11;-9,12;0,07;0,01
  3270J;96233;NORDESTE;BA;-16,3733023;-39,3065159;109,4458;100,465;-8,98;-9;0,06;0,02
  3270A;96234;NORDESTE;BA;-16,4194983;-39,1353845;68,7441;60,164;-8,58;-8,58;0,07;-0,01
  3268Z;96236;NORDESTE;BA;-16,1556851;-38,9642126;11,5907;03,249;-8,34;-8,44;0,08;0,1
  3264E;96239;NORDESTE;BA;-15,6384457;-38,9904868;04,9340;-3,852;-8,79;-8,64;0,08;-0,14
  3263H;96240;NORDESTE;BA;-15,322257;-39,0534429;52,7884;44,913;-7,88;-7,85;0,07;-0,02
  3266X;96247;NORDESTE;BA;-15,991311;-39,5145424;174,3529;164,99;-9,36;-9,32;0,07;-0,04
  3273S;96256;NORDESTE;BA;-17,4081451;-39,2272692;18,2872;10,041;-8,25;-8,25;0,07;0
  3274G;96257;NORDESTE;BA;-17,5521681;-39,2141022;03,4467;-4,623;-8,07;-8,07;0,07;0
  3274V;96263;NORDESTE;BA;-17,7404723;-39,2416572;04,4002;-3,655;-8,06;-8,12;0,07;0,07
   877G;96568;NORDESTE;BA;-10,006861;-43,4323849;441,1598;424,959;-16,2;-16,2;0,09;0
   878C;96569;NORDESTE;BA;-9,6975015;-43,1606598;442,5089;426,081;-16,43;-16,47;0,08;0,04
  3671H;99549;NORDESTE;BA;-13,871277;-40,0991105;199,7573;189,735;-10,02;-9,88;0,05;-0,15
  9523U;90098;NORDESTE;CE;-3,7457342;-38,5821234;22,3642;13,025;-9,34;-9,3;0,05;-0,04
  2661V;92000;NORDESTE;CE;-3,7457852;-38,5824357;27,0258;17,726;-9,3;-9,3;0,05;0
  9523S;92001;NORDESTE;CE;-3,815996;-38,4257152;59,91;50,955;-8,96;-9,07;0,05;0,12
  2722E;92003;NORDESTE;CE;-3,8775329;-38,4256165;29,1267;20,122;-9;-9;0,05;0
  2721R;92006;NORDESTE;CE;-3,8778173;-38,4268834;25,1204;16,132;-8,99;-9;0,05;0,01
  2728S;92168;NORDESTE;CE;-3,7694087;-38,4751625;17,5182;08,287;-9,23;-9,19;0,05;-0,04
  2728T;92169;NORDESTE;CE;-3,7682765;-38,4752785;17,5528;08,200;-9,35;-9,19;0,05;-0,16
  2728V;92170;NORDESTE;CE;-3,7664353;-38,4791234;16,7422;07,517;-9,23;-9,2;0,05;-0,03
  2742X;92172;NORDESTE;CE;-3,7474029;-38,4496624;07,1734;-1,963;-9,14;-9,14;0,05;0,01
  1851E;92174;NORDESTE;CE;-3,8285906;-39,2660271;62,8658;51,737;-11,13;-11,04;0,07;-0,09
